Id,MSSubClass,LotArea,Alley,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,PoolQC,MiscFeature,MoSold,YrSold
1279,60,9473,NA,CollgCr,8,5,2002,2002,804,324,1128,2031,1,3,1,7,1,RFn,2,577,NA,NA,3,2008
1280,50,7500,NA,IDOTRR,4,4,1920,1950,0,698,698,1128,0,2,1,6,0,RFn,2,528,NA,NA,4,2010
1281,20,9808,NA,CollgCr,7,5,2002,2002,788,785,1573,1573,1,3,1,6,0,RFn,2,544,NA,NA,3,2009
1282,20,8049,NA,Timber,7,5,1990,1990,1053,256,1309,1339,1,2,1,6,1,Fin,2,484,NA,NA,7,2006
1283,20,8800,NA,CollgCr,5,7,1977,2008,532,364,1040,1040,0,3,1,5,0,Unf,2,484,NA,NA,9,2009
1284,90,9400,NA,Mitchel,6,5,1971,1971,0,912,912,1824,0,4,2,8,0,NA,0,0,NA,NA,4,2010
1285,50,9638,NA,SWISU,6,7,1919,1990,0,804,804,2447,0,4,1,10,1,Unf,1,336,NA,NA,3,2010
1286,50,6000,NA,BrkSide,6,6,1939,1950,0,780,780,1412,0,4,1,6,1,Unf,1,280,NA,NA,5,2009
1287,20,9790,NA,NWAmes,6,5,1963,1963,569,678,1328,1328,1,3,1,6,2,Unf,2,528,NA,NA,6,2010
1288,20,36500,NA,ClearCr,5,5,1964,1964,812,812,1624,1582,0,4,1,7,0,Unf,2,390,NA,NA,6,2006
1289,120,5664,NA,StoneBr,8,5,2000,2000,1158,343,1501,1659,1,2,1,5,1,Fin,2,499,NA,NA,10,2009
1290,60,11065,NA,NridgHt,8,5,2006,2006,0,1085,1085,1970,0,3,1,8,1,Fin,3,753,NA,NA,10,2006
1291,80,14112,NA,NAmes,5,7,1964,1964,1014,138,1152,1152,1,3,1,6,1,RFn,2,484,NA,NA,4,2010
1292,160,1680,NA,BrDale,5,7,1972,1972,231,399,630,1302,0,3,1,6,0,Unf,1,264,NA,NA,2,2009
1293,70,6600,NA,OldTown,5,4,1892,1965,0,994,994,2372,0,4,2,11,0,RFn,1,432,NA,NA,12,2009
1294,60,10140,NA,NWAmes,7,5,1976,1976,194,638,832,1664,0,4,1,8,1,RFn,2,528,NA,NA,3,2006
1295,20,8172,NA,Edwards,5,7,1955,1990,167,697,864,864,1,2,1,5,0,Unf,2,572,NA,NA,4,2006
1296,20,8400,NA,NAmes,5,5,1968,1968,1016,36,1052,1052,1,3,1,5,0,RFn,1,288,NA,NA,11,2006
1297,20,8700,NA,NAmes,5,6,1963,1963,776,344,1120,1128,1,3,1,6,0,RFn,2,525,NA,NA,12,2008
1298,180,3675,NA,Edwards,6,5,2005,2006,547,0,547,1072,1,2,1,5,0,Fin,2,525,NA,NA,6,2006
1299,60,63887,NA,Edwards,10,5,2008,2008,5644,466,6110,5642,2,3,1,12,3,Fin,2,1418,Gd,NA,1,2008
1300,20,7500,NA,NAmes,5,7,1959,1994,340,0,1246,1246,1,3,1,6,0,RFn,1,305,NA,NA,5,2010
1301,60,10762,NA,Gilbert,7,5,1999,1999,694,284,978,1983,0,3,1,9,1,Fin,2,490,NA,NA,5,2009
1302,70,7500,NA,Crawfor,6,7,1942,1950,547,224,771,1494,0,3,1,7,2,Unf,1,213,NA,NA,11,2009
1303,60,10120,NA,NoRidge,8,5,1994,1994,740,425,1165,2526,1,4,1,8,1,RFn,3,844,NA,NA,12,2006
1304,20,8688,NA,Somerst,7,5,2005,2005,0,1616,1616,1616,0,3,1,7,0,RFn,3,834,NA,NA,4,2006
1305,160,3363,NA,Edwards,7,5,2004,2004,0,976,976,1708,0,3,1,7,0,Unf,2,380,NA,NA,4,2006
1306,20,13173,NA,NridgHt,9,5,2006,2007,1572,80,1652,1652,1,2,1,6,2,Fin,2,840,NA,NA,11,2009
1307,120,6955,NA,NridgHt,7,5,2005,2006,0,1368,1368,1368,0,2,1,6,1,RFn,2,474,NA,NA,9,2006
1308,20,8072,NA,CollgCr,5,5,1994,1995,746,244,990,990,1,3,1,5,0,Unf,2,480,NA,NA,5,2009
1309,20,12000,NA,OldTown,5,7,1948,2005,144,172,924,1122,1,2,1,6,0,Unf,2,528,NA,NA,5,2008
1310,20,7153,NA,SawyerW,6,5,1991,1991,1200,78,1278,1294,1,3,1,6,0,RFn,2,496,NA,NA,6,2008
1311,20,17500,NA,Crawfor,7,8,1959,2002,1406,496,1902,1902,1,3,1,7,2,Fin,2,567,NA,NA,5,2010
1312,20,8814,NA,CollgCr,7,5,2005,2007,925,349,1274,1274,1,3,1,6,0,RFn,2,508,NA,NA,1,2007
1313,60,9572,NA,NoRidge,8,5,1990,1990,482,971,1453,2810,0,4,1,9,1,RFn,2,750,NA,NA,6,2007
1314,60,14774,NA,NoRidge,9,5,1999,1999,0,1393,1393,2599,0,4,1,10,1,Fin,3,779,NA,NA,5,2010
1315,20,8190,NA,Edwards,4,6,1954,1954,732,216,948,948,1,3,1,5,1,Unf,1,280,NA,NA,10,2007
1316,60,11075,NA,NAmes,6,5,1969,1969,500,176,952,2112,0,4,1,9,2,Unf,2,576,NA,NA,6,2008
1317,20,10226,NA,CollgCr,8,5,2008,2008,0,1622,1622,1630,1,3,1,8,1,RFn,3,860,NA,NA,1,2009
1318,120,4230,Pave,Somerst,7,5,2006,2007,0,1352,1352,1352,0,2,1,5,1,RFn,2,466,NA,NA,4,2007
1319,20,14781,NA,CollgCr,8,5,2001,2002,0,1753,1753,1787,0,3,1,7,1,RFn,3,748,NA,NA,8,2006
1320,20,10215,NA,Edwards,4,5,1954,1954,492,372,864,948,0,3,1,5,0,Unf,1,248,NA,NA,2,2007
1321,20,8400,NA,NAmes,6,3,1957,1957,189,628,1478,1478,1,3,1,6,2,RFn,2,442,NA,NA,6,2009
1322,20,6627,NA,BrkSide,3,6,1949,1950,0,0,0,720,0,2,1,4,0,Unf,1,287,NA,NA,7,2008
1323,60,10186,NA,NoRidge,7,5,1992,1992,674,76,750,1923,1,3,1,8,1,RFn,2,564,NA,NA,6,2010
1324,30,5330,NA,BrkSide,4,7,1940,1950,280,140,420,708,0,2,1,5,0,NA,0,0,NA,NA,12,2009
1325,20,9986,NA,Somerst,8,5,2006,2007,0,1795,1795,1795,0,2,1,7,1,RFn,3,895,NA,NA,2,2007
1326,30,3636,NA,IDOTRR,4,4,1922,1950,0,796,796,796,0,2,1,5,0,NA,0,0,NA,NA,1,2008
1327,30,4270,NA,Edwards,3,6,1931,2006,544,0,544,774,0,3,1,6,0,NA,0,0,NA,NA,5,2007
1328,20,6600,NA,Mitchel,5,9,1982,2008,641,175,816,816,0,3,1,5,1,Unf,1,264,NA,NA,10,2008
1329,50,10440,Grvl,OldTown,6,7,1920,1950,493,1017,1510,2792,0,5,1,8,2,Unf,2,520,NA,Shed,6,2008
1330,60,9084,NA,Gilbert,7,5,1998,1998,0,935,935,1632,0,3,1,8,1,Fin,2,462,NA,NA,6,2006
1331,20,10000,NA,Somerst,8,5,2006,2006,0,1588,1588,1588,0,3,1,7,1,RFn,3,825,NA,NA,12,2007
1332,80,10780,NA,CollgCr,5,5,1976,1976,483,428,911,954,0,3,1,6,0,Unf,2,576,NA,NA,7,2006
1333,20,8877,NA,Edwards,4,6,1938,1958,690,126,816,816,1,2,1,3,1,Unf,1,288,NA,NA,5,2009
1334,50,7200,NA,IDOTRR,5,6,1938,1995,0,803,803,1360,0,2,1,6,0,Unf,1,297,NA,NA,7,2006
1335,160,2368,NA,BrDale,5,6,1970,1970,765,0,765,1365,0,3,1,7,0,Unf,2,440,NA,NA,5,2009
1336,20,9650,NA,NWAmes,6,5,1977,1977,686,664,1350,1334,0,2,1,6,1,RFn,2,630,NA,NA,4,2009
1337,90,9246,NA,NWAmes,5,5,1973,1973,0,1656,1656,1656,0,4,2,8,0,Unf,2,506,NA,NA,11,2008
1338,30,4118,Grvl,OldTown,4,4,1941,1950,0,693,693,693,0,2,1,4,0,NA,0,0,NA,NA,3,2006
1339,60,13450,NA,CollgCr,7,5,2002,2002,700,216,916,1861,1,3,1,8,0,RFn,2,492,NA,NA,6,2006
1340,20,9560,NA,CollgCr,5,7,1972,1972,360,504,864,864,0,3,1,5,0,RFn,1,288,NA,NA,6,2006
1341,20,8294,NA,NAmes,4,5,1971,1971,0,858,858,872,0,3,1,5,0,Unf,4,480,NA,NA,6,2007
1342,20,13695,NA,SawyerW,6,5,2003,2004,814,300,1114,1114,1,3,1,6,0,Unf,2,576,NA,NA,7,2008
1343,60,9375,NA,CollgCr,8,5,2002,2002,0,1284,1284,2169,0,3,1,7,1,RFn,2,647,NA,NA,8,2007
1344,50,7558,NA,Crawfor,6,6,1928,1950,0,896,896,1913,0,3,1,9,1,Unf,2,342,NA,NA,3,2009
1345,60,11103,NA,CollgCr,7,5,2006,2006,0,728,728,1456,0,3,1,8,1,Fin,2,440,NA,NA,7,2007
1346,30,6000,NA,OldTown,4,4,1920,1950,250,710,960,960,0,2,1,5,0,Unf,1,308,NA,NA,7,2007
1347,20,20781,NA,NWAmes,7,7,1968,2003,297,1203,1568,2156,0,3,1,9,1,RFn,2,508,NA,NA,6,2006
1348,20,15306,NA,Timber,8,5,2006,2007,80,1652,1732,1776,1,3,1,7,1,Fin,3,712,NA,NA,5,2007
1349,20,16196,NA,SawyerW,7,5,1998,1998,1443,39,1482,1494,1,3,1,5,1,RFn,2,514,NA,NA,8,2007
1350,70,5250,Pave,OldTown,8,5,1872,1987,259,425,684,2358,0,4,1,8,0,NA,0,0,NA,NA,12,2008
1351,90,11643,NA,NAmes,5,5,1969,1969,500,748,1248,2634,1,6,2,12,0,Unf,4,968,NA,NA,8,2009
1352,60,9247,NA,NAmes,6,6,1962,1962,319,539,858,1716,0,4,1,8,1,Fin,2,490,NA,NA,3,2008
1353,50,6000,NA,BrkSide,6,9,1937,2000,0,698,698,1176,0,2,1,4,0,Unf,2,624,NA,NA,7,2009
1354,50,14720,NA,NoRidge,8,5,1995,1996,816,1217,2033,3238,1,4,1,9,1,Fin,3,666,NA,NA,3,2010
1355,60,10316,NA,CollgCr,7,5,2000,2000,735,257,992,1865,1,3,1,7,1,RFn,3,839,NA,NA,6,2008
1356,80,10192,NA,NWAmes,7,6,1968,1992,0,570,570,1920,0,4,1,8,1,RFn,2,487,NA,NA,9,2006
1357,20,9477,NA,NAmes,5,5,1966,1966,340,524,864,892,0,3,1,5,0,RFn,1,264,NA,NA,10,2008
1358,20,12537,NA,NAmes,5,6,1971,2008,734,344,1078,1078,1,3,1,6,1,Fin,2,500,NA,NA,4,2010
1359,160,2117,NA,Somerst,6,5,2000,2000,378,378,756,1573,0,3,1,5,0,Unf,2,440,NA,NA,6,2010
1360,20,16737,NA,NridgHt,9,5,2004,2005,1447,533,1980,1980,1,3,1,8,1,Fin,3,770,NA,NA,9,2006
1361,70,9842,NA,SWISU,5,6,1921,1998,0,612,612,2601,0,4,1,8,0,RFn,2,621,NA,NA,5,2008
1362,20,16158,NA,StoneBr,7,5,2005,2005,1274,256,1530,1530,1,3,1,7,1,Fin,2,430,NA,NA,6,2009
1363,50,12513,NA,NAmes,4,4,1920,2007,0,715,715,1738,0,4,1,7,1,Unf,1,368,NA,NA,6,2009
1364,60,8499,NA,Gilbert,6,5,2006,2007,0,616,616,1412,0,3,1,6,1,Fin,2,432,NA,NA,3,2007
1365,160,3180,Pave,Somerst,7,5,2005,2005,0,600,600,1200,0,2,1,4,0,RFn,2,480,NA,NA,4,2006
1366,60,7500,NA,Somerst,7,5,2000,2000,533,281,814,1674,1,3,1,7,0,RFn,2,663,NA,NA,1,2010
1367,60,9179,NA,CollgCr,7,5,1999,1999,633,240,873,1790,1,3,1,7,0,RFn,2,588,NA,NA,6,2008
1368,160,2665,NA,MeadowV,5,6,1977,1977,548,36,757,1475,0,4,1,6,1,RFn,1,336,NA,NA,7,2006
1369,120,4435,NA,CollgCr,6,5,2003,2004,685,163,848,848,1,1,1,4,0,Fin,2,420,NA,NA,6,2009
1370,20,10635,NA,CollgCr,8,5,2003,2003,370,315,1657,1668,1,3,1,8,1,Fin,2,502,NA,NA,5,2010
1371,50,5400,NA,OldTown,4,6,1920,1950,315,420,840,1374,0,2,1,6,0,Fin,1,338,NA,NA,10,2009
1372,80,9600,NA,NAmes,6,6,1955,1996,831,161,992,1661,1,3,1,8,1,RFn,1,377,NA,NA,10,2008
1373,60,9750,NA,CollgCr,7,6,1998,1998,975,133,1108,2097,1,3,1,8,1,RFn,2,583,NA,NA,6,2006
1374,20,11400,NA,NoRidge,10,5,2001,2002,1282,1351,2633,2633,1,2,1,8,2,RFn,3,804,NA,NA,3,2007
1375,60,10625,NA,Somerst,7,5,2005,2005,0,1026,1026,1958,0,3,1,9,1,Fin,3,936,NA,NA,7,2008
1376,20,10991,NA,Timber,8,5,2007,2007,0,1571,1571,1571,0,3,1,7,1,Fin,3,722,NA,NA,12,2007
1377,30,6292,NA,SWISU,6,5,1930,1950,384,384,768,790,0,2,1,4,0,Unf,1,160,NA,NA,4,2008
1378,50,10998,Grvl,Edwards,5,5,1941,1960,408,156,984,1604,0,3,1,6,0,Unf,2,660,NA,NA,7,2009
1379,160,1953,NA,BrDale,6,5,1973,1973,309,174,483,987,0,2,1,5,0,Unf,1,264,NA,NA,6,2006
1380,80,9735,NA,Timber,5,5,2006,2007,0,384,384,1394,0,3,1,7,0,Fin,2,400,NA,NA,5,2008
1381,30,8212,Grvl,Edwards,3,3,1914,1950,203,661,864,864,1,2,1,5,0,Unf,1,200,NA,NA,6,2010
1382,20,12925,NA,NAmes,6,7,1970,1970,865,340,1205,2117,0,4,1,7,2,Fin,2,550,NA,NA,5,2008
1383,70,7200,NA,OldTown,7,7,1920,1950,0,596,596,1762,1,4,1,8,0,Unf,2,576,NA,NA,10,2006
1384,30,25339,NA,Sawyer,5,7,1918,2007,0,816,816,1416,0,3,1,7,0,Unf,2,576,NA,NA,8,2007
1385,50,9060,NA,Edwards,6,5,1939,1950,204,356,560,1258,0,2,1,6,0,Unf,1,280,NA,NA,10,2009
1386,50,5436,NA,IDOTRR,4,8,1922,2007,735,61,796,1154,1,3,1,7,0,Unf,1,240,NA,NA,5,2010
1387,60,16692,NA,NWAmes,7,5,1978,1978,790,133,1392,2784,1,5,1,12,2,RFn,2,564,Fa,TenC,7,2006
1388,50,8520,Grvl,OldTown,6,7,1916,1950,168,0,714,2526,0,5,1,10,1,Unf,1,216,NA,NA,8,2007
1389,20,14892,NA,Gilbert,9,5,2006,2007,1320,426,1746,1746,1,3,1,7,2,Fin,3,758,NA,NA,10,2009
1390,50,6000,NA,BrkSide,6,6,1941,1950,375,360,735,1218,0,3,1,6,1,Unf,2,440,NA,NA,3,2007
1391,20,9100,NA,CollgCr,7,5,2000,2000,1400,125,1525,1525,1,3,1,6,0,RFn,2,541,NA,NA,9,2006
1392,90,8944,NA,NAmes,5,5,1967,1967,0,1584,1584,1584,0,4,2,8,0,Unf,3,792,NA,NA,4,2009
1393,85,7838,NA,NAmes,5,5,1967,1967,769,95,864,900,1,3,1,6,1,RFn,1,288,NA,NA,12,2006
1394,190,10800,Pave,OldTown,6,7,1905,2000,0,482,482,1912,0,3,2,7,1,Unf,2,672,NA,NA,4,2008
1395,120,4045,NA,Blmngtn,7,5,2006,2006,1070,286,1356,1500,1,2,1,6,1,Fin,3,648,NA,NA,10,2006
1396,60,12665,NA,Timber,8,5,2005,2006,0,1094,1094,2482,0,4,1,9,1,Fin,3,642,NA,NA,2,2007
1397,20,57200,NA,Timber,5,5,1948,1950,353,60,747,1687,1,3,1,7,2,Unf,2,572,NA,NA,6,2010
1398,70,6120,NA,BrkSide,5,8,1920,2004,0,939,939,1513,0,4,1,8,0,Unf,1,180,NA,NA,5,2007
1399,50,7200,NA,NAmes,5,4,1950,1982,180,676,1208,1904,1,3,1,7,0,Unf,1,240,NA,NA,5,2009
1400,50,6171,NA,SWISU,6,6,1925,1990,264,712,976,1608,0,3,1,7,1,Unf,1,216,NA,NA,10,2009
1401,50,6000,NA,BrkSide,6,7,1929,1950,0,862,862,1158,0,3,1,5,1,RFn,1,208,NA,NA,7,2008
1402,60,7415,NA,Gilbert,6,5,2004,2004,759,80,839,1593,1,3,1,8,1,Fin,2,398,NA,NA,4,2008
1403,20,6762,NA,CollgCr,7,5,2006,2006,0,1286,1286,1294,0,2,1,6,1,RFn,2,662,NA,NA,7,2006
1404,20,15256,NA,Somerst,8,5,2007,2007,929,556,1485,1464,1,3,1,6,0,Unf,3,754,NA,NA,8,2007
1405,50,10410,Grvl,OldTown,3,4,1915,1950,0,672,672,1214,0,3,1,6,0,Unf,3,936,NA,NA,1,2006
1406,120,3842,NA,Crawfor,8,5,2004,2005,1373,221,1594,1646,1,2,1,5,1,Fin,2,482,NA,NA,1,2008
1407,85,8445,NA,CollgCr,5,7,1972,2007,656,112,768,768,1,2,1,5,0,Unf,2,396,NA,NA,3,2009
1408,20,8780,NA,Mitchel,5,5,1985,1985,625,208,833,833,1,3,1,5,0,NA,0,0,NA,NA,3,2009
1409,70,7740,NA,OldTown,4,7,1910,1950,0,622,622,1363,0,3,1,6,0,Unf,2,528,NA,NA,6,2010
1410,60,20544,NA,NWAmes,7,6,1986,1991,0,791,791,2093,0,3,1,7,1,Fin,2,542,NA,NA,11,2008
1411,60,12420,NA,CollgCr,7,5,2001,2001,666,278,944,1840,1,3,1,6,0,RFn,2,622,NA,NA,6,2009
1412,50,9600,NA,NAmes,6,8,1950,2005,120,736,856,1668,0,3,1,6,0,Unf,1,271,NA,NA,9,2009
1413,90,7200,NA,NAmes,4,5,1949,1950,0,0,0,1040,0,2,2,6,0,Unf,2,420,NA,NA,6,2009
1414,20,10994,NA,SawyerW,8,5,2005,2006,976,868,1844,1844,1,2,1,7,1,Fin,2,620,NA,NA,9,2009
1415,50,13053,Pave,BrkSide,6,7,1923,2000,0,833,833,1848,0,4,1,8,1,Unf,2,370,NA,NA,6,2008
1416,120,3635,NA,Blmngtn,7,5,2007,2007,988,398,1386,1569,0,1,1,7,1,RFn,3,660,NA,NA,5,2009
1417,190,11340,NA,OldTown,4,6,1885,1950,0,777,777,2290,0,4,2,11,0,Unf,2,560,NA,NA,4,2010
1418,60,16545,NA,NoRidge,8,5,1998,1998,781,503,1284,2450,1,3,1,7,1,Fin,3,1069,NA,NA,5,2009
1419,20,9204,NA,NAmes,5,5,1963,1963,25,247,1144,1144,1,3,1,6,0,Unf,1,336,NA,NA,8,2008
1420,20,16381,NA,Crawfor,6,5,1969,1969,1110,734,1844,1844,1,3,1,7,1,RFn,2,540,NA,NA,12,2006
1421,60,11700,NA,NWAmes,6,6,1968,1968,404,304,708,1416,0,3,1,7,1,RFn,2,776,NA,NA,5,2006
1422,120,4043,NA,NPkVill,6,5,1977,1977,360,709,1069,1069,0,2,1,4,1,RFn,2,440,NA,NA,7,2010
1423,120,4435,NA,CollgCr,6,5,2003,2003,686,162,848,848,1,1,1,3,0,Fin,2,420,NA,NA,3,2008
1424,80,19690,NA,Edwards,6,7,1966,1966,0,697,697,2201,0,4,1,8,1,Unf,2,432,Gd,NA,8,2006
1425,20,9503,NA,NAmes,5,5,1958,1983,457,193,1024,1344,1,2,1,6,1,Unf,1,484,NA,NA,6,2007
1426,20,10721,NA,NAmes,6,6,1959,1959,0,1252,1252,1252,0,3,1,7,0,Unf,2,528,NA,NA,10,2008
1427,60,10944,NA,NoRidge,7,5,1994,1994,1000,223,1223,2127,1,3,1,5,2,RFn,2,525,NA,NA,8,2008
1428,50,10930,Grvl,NAmes,5,6,1945,1950,580,333,913,1558,1,3,1,6,1,Unf,1,288,NA,NA,4,2008
1429,30,7200,NA,OldTown,5,7,1940,1992,510,278,788,804,1,2,1,4,2,Unf,1,240,NA,NA,2,2010
1430,20,12546,NA,NWAmes,6,7,1981,1981,678,762,1440,1440,0,3,1,7,1,Fin,2,467,NA,NA,4,2007
1431,60,21930,NA,Gilbert,5,5,2005,2005,0,732,732,1838,0,4,1,7,1,Fin,2,372,NA,NA,7,2006
1432,120,4928,NA,NPkVill,6,6,1976,1976,958,0,958,958,0,2,1,5,0,RFn,2,440,NA,NA,10,2009
1433,30,10800,Grvl,OldTown,4,6,1927,2007,0,656,656,968,0,4,1,5,0,Unf,1,216,NA,NA,8,2007
1434,60,10261,NA,Gilbert,6,5,2000,2000,0,936,936,1792,1,3,1,8,1,Fin,2,451,NA,NA,5,2008
1435,20,17400,NA,Mitchel,5,5,1977,1977,936,190,1126,1126,1,3,1,5,1,RFn,2,484,NA,NA,5,2006
1436,20,8400,NA,NAmes,6,9,1962,2005,0,1319,1319,1537,1,3,1,7,1,RFn,2,462,NA,NA,7,2008
1437,20,9000,NA,NAmes,4,6,1971,1971,616,248,864,864,0,3,1,5,0,Unf,2,528,NA,NA,5,2007
1438,20,12444,NA,NridgHt,8,5,2008,2008,1336,596,1932,1932,1,2,1,7,1,Fin,3,774,NA,NA,11,2008
1439,20,7407,NA,OldTown,6,7,1957,1996,600,312,912,1236,1,2,1,6,0,Unf,2,923,NA,NA,4,2010
1440,60,11584,NA,NWAmes,7,6,1979,1979,315,114,539,1725,0,3,1,6,1,RFn,2,550,NA,NA,11,2007
1441,70,11526,NA,Crawfor,6,7,1922,1994,0,588,588,2555,0,3,1,11,1,Fin,2,672,NA,NA,9,2008
1442,120,4426,NA,CollgCr,6,5,2004,2004,697,151,848,848,1,1,1,3,1,RFn,2,420,NA,NA,5,2008
1443,60,11003,NA,Somerst,10,5,2008,2008,765,252,1017,2007,1,3,1,10,1,Fin,3,812,NA,NA,4,2009
1444,30,8854,NA,BrkSide,6,6,1916,1950,0,952,952,952,0,2,1,4,1,Unf,1,192,NA,NA,5,2009
1445,20,8500,NA,CollgCr,7,5,2004,2004,0,1422,1422,1422,0,3,1,7,0,RFn,2,626,NA,NA,11,2007
1446,85,8400,NA,Sawyer,6,5,1966,1966,187,0,814,913,1,3,1,6,0,Unf,1,240,NA,NA,5,2007
1447,20,26142,NA,Mitchel,5,7,1962,1962,593,595,1188,1188,0,3,1,6,0,Unf,1,312,NA,NA,4,2010
1448,60,10000,NA,CollgCr,8,5,1995,1996,1079,141,1220,2090,1,3,1,8,1,RFn,2,556,NA,NA,12,2007
1449,50,11767,NA,Edwards,4,7,1910,2000,0,560,560,1346,0,2,1,6,0,Unf,1,384,NA,NA,5,2007
1450,180,1533,NA,MeadowV,5,7,1970,1970,553,77,630,630,1,1,1,3,0,NA,0,0,NA,NA,8,2006
1451,90,9000,NA,NAmes,5,5,1974,1974,0,896,896,1792,0,4,2,8,0,NA,0,0,NA,NA,9,2009
1452,20,9262,NA,Somerst,8,5,2008,2009,0,1573,1573,1578,0,3,1,7,1,Fin,3,840,NA,NA,5,2009
1453,180,3675,NA,Edwards,5,5,2005,2005,547,0,547,1072,1,2,1,5,0,Fin,2,525,NA,NA,5,2006
1454,20,17217,NA,Mitchel,5,5,2006,2006,0,1140,1140,1140,0,3,1,6,0,NA,0,0,NA,NA,7,2006
1455,20,7500,Pave,Somerst,7,5,2004,2005,410,811,1221,1221,1,2,1,6,0,RFn,2,400,NA,NA,10,2009
1456,60,7917,NA,Gilbert,6,5,1999,2000,0,953,953,1647,0,3,1,7,1,RFn,2,460,NA,NA,8,2007
1457,20,13175,NA,NWAmes,6,6,1978,1988,790,589,1542,2073,1,3,1,7,2,Unf,2,500,NA,NA,2,2010
1458,70,9042,NA,Crawfor,7,9,1941,2006,275,877,1152,2340,0,4,1,9,2,RFn,1,252,NA,Shed,5,2010
1459,20,9717,NA,NAmes,5,6,1950,1996,49,0,1078,1078,1,2,1,5,0,Unf,1,240,NA,NA,4,2010
1460,20,9937,NA,Edwards,5,6,1965,1965,830,136,1256,1256,1,3,1,6,0,Fin,1,276,NA,NA,6,2008
